TRFO 1044-4044 1044 4044 1044 0. 10.0 0. 108.0000 1000.0 87. 111. 25 0.01 1.0106 1 ;
TRFO 1044-4044-2 1044 4044 1044 0. 10.0 0. 108.0000 1000.0 87. 111. 25 0.01 1.0106 1 ;
TRFO 1045-4045 1045 4045 1045 0. 10.0 0. 108.0000 1000.0 87. 111. 25 0.01 1.0146 1 ;
TRFO 1045-4045-2 1045 4045 1045 0. 10.0 0. 108.0000 1000.0 87. 111. 25 0.01 1.0146 1 ;
TRFO 11-1011 11 1011 11 0. 10. 0. 106.0000 400. 88. 120. 33 0.01 1. 1 ;
TRFO 12-1012 12 1012 12 0. 10. 0. 106.0000 600. 88. 120. 33 0.01 1. 1 ;
TRFO 13-1013 13 1013 13 0. 10. 0. 104.0000 200. 88. 120. 33 0.01 1. 1 ;
TRFO 22-1022 22 1022 22 0. 10. 0. 108.0000 560. 88. 120. 33 0.01 1. 1 ;
TRFO 1-1041 1 1041 1 0. 10. 0. 100.0000 1200. 88. 120. 33 0.01 1. 1 ;
TRFO 2-1042 2 1042 2 0. 10. 0. 100.0000 600. 88. 120. 33 0.01 1. 1 ;
TRFO 3-1043 3 1043 3 0. 10. 0. 101.0000 460. 88. 120. 33 0.01 1. 1 ;
TRFO 4-1044 4 1044 4 0. 10. 0. 99.00000 1600. 88. 120. 33 0.01 1. 1 ;
TRFO 5-1045 5 1045 5 0. 10. 0. 100.0000 1400. 88. 120. 33 0.01 1. 1 ;
TRFO 31-2031 31 2031 31 0. 10. 0. 107.0000 200. 88. 120. 33 0.01 1. 1 ;
TRFO 32-2032 32 2032 32 0. 10. 0. 107.0000 400. 88. 120. 33 0.01 1. 1 ;
TRFO 41-4041 41 4041 41 0. 10. 0. 109.0000 1080. 88. 120. 33 0.01 1. 1 ;
TRFO 42-4042 42 4042 42 0. 10. 0. 108.0000 800. 88. 120. 33 0.01 1. 1 ;
TRFO 43-4043 43 4043 43 0. 10. 0. 107.0000 1800. 88. 120. 33 0.01 1. 1 ;
TRFO 46-4046 46 4046 46 0. 10. 0. 106.0000 1400. 88. 120. 33 0.01 1. 1 ;
TRFO 47-4047 47 4047 47 0. 10. 0. 106.0000 200. 88. 120. 33 0.01 1. 1 ;
TRFO 51-4051 51 4051 51 0. 10. 0. 108.0000 1600. 88. 120. 33 0.01 1. 1 ;
TRFO 61-4061 61 4061 61 0. 10. 0. 105.0000 1000. 88. 120. 33 0.01 1. 1 ;
TRFO 62-4062 62 4062 62 0. 10. 0. 105.0000 600. 88. 120. 33 0.01 1. 1 ;
TRFO 63-4063 63 4063 63 0. 10. 0. 103.0000 1180. 88. 120. 33 0.01 1. 1 ;
TRFO 71-4071 71 4071 71 0. 10. 0. 103.0000 600. 88. 120. 33 0.01 1. 1 ;
TRFO 72-4072 72 4072 72 0. 10. 0. 105.0000 4000. 88. 120. 33 0.01 1. 1 ;
LFRESV g1 1.068400 0.2905010 ;
LFRESV g2 1.056500 0.3376691 ;
LFRESV g3 1.059500 0.4262066 ;
LFRESV g4 1.033900 0.4580374 ;
LFRESV g5 1.029400 0.1128048 ;
LFRESV g6 1.008400 -0.4745497 ;
LFRESV g7 1.014100 -0.6392914 ;
LFRESV g8 1.049800 0.1303538 ;
LFRESV g9 0.9988000 0.2225636 ;
LFRESV g10 1.015700 0.2626936 ;
LFRESV g11 1.021100 -9.5438771E-02 ;
LFRESV g12 1.020000 -0.1239329 ;
LFRESV g13 1.017000 -0.4456402 ;
LFRESV g14 1.045400 -0.3544346 ;
LFRESV g15 1.045500 -0.3738858 ;
LFRESV g15b 1.045500 -0.3738858 ;
LFRESV g16 1.053100 -0.4206756 ;
LFRESV g16b 1.053100 -0.4206756 ;
LFRESV g17 1.009200 -0.2752734 ;
LFRESV g18 1.030700 -0.2133321 ;
LFRESV g18b 1.030700 -0.2133321 ;
LFRESV g19 1.030000 0.1092416 ;
LFRESV g20 1.018500 0. ;
LFRESV 1011 1.083385 0.1362811 ;
LFRESV 1012 1.075786 0.1924644 ;
LFRESV 1013 1.062611 0.2708130 ;
LFRESV 1014 1.066489 0.3217131 ;
LFRESV 1021 1.040843 0.3649773 ;
LFRESV 1022 1.097596 1.0546768E-03 ;
LFRESV 1041 1.011180 -0.8559235 ;
LFRESV 1042 1.013981 -0.6136287 ;
LFRESV 1043 1.027119 -0.7758035 ;
LFRESV 1044 1.006176 -0.6280419 ;
LFRESV 1045 1.013484 -0.6542028 ;
LFRESV 2031 1.078462 -0.2049550 ;
LFRESV 2032 1.085149 8.0584753E-03 ;
LFRESV 4011 1.045617 0.1215757 ;
LFRESV 4012 1.041421 0.1507867 ;
LFRESV 4021 1.108889 -0.2116159 ;
LFRESV 4022 1.048027 -2.7820464E-02 ;
LFRESV 4031 1.095371 -0.2491166 ;
LFRESV 4032 1.111116 -0.3158029 ;
LFRESV 4041 1.100327 -0.4456402 ;
LFRESV 4042 1.089489 -0.4792147 ;
LFRESV 4043 1.078614 -0.5656655 ;
LFRESV 4044 1.089727 -0.5682160 ;
LFRESV 4045 1.097172 -0.6027119 ;
LFRESV 4046 1.070734 -0.5755979 ;
LFRESV 4047 1.082615 -0.4994502 ;
LFRESV 4051 1.096623 -0.5378414 ;
LFRESV 4061 1.066207 -0.4766063 ;
LFRESV 4062 1.071691 -0.4042656 ;
LFRESV 4063 1.061343 -0.3408570 ;
LFRESV 4071 1.051061 2.1839885E-02 ;
LFRESV 4072 1.058282 -4.8442859E-02 ;
LFRESV 1 0.9973130 -0.9063260 ;
LFRESV 2 1.000421 -0.6687514 ;
LFRESV 3 0.9967437 -0.8324959 ;
LFRESV 4 0.9989129 -0.6806138 ;
LFRESV 5 0.9982938 -0.7058768 ;
LFRESV 11 1.003710 8.7521829E-02 ;
LFRESV 12 0.9996882 0.1431627 ;
LFRESV 13 1.003384 0.2220226 ;
LFRESV 22 1.000808 -4.8123881E-02 ;
LFRESV 31 0.9942318 -0.2548712 ;
LFRESV 32 1.003063 -4.1112777E-02 ;
LFRESV 41 0.9957687 -0.4962065 ;
LFRESV 42 0.9911566 -0.5300512 ;
LFRESV 43 0.9922643 -0.6164823 ;
LFRESV 46 0.9933550 -0.6262544 ;
LFRESV 47 0.9976568 -0.5493341 ;
LFRESV 51 0.9976773 -0.5880166 ;
LFRESV 61 1.001982 -0.5257687 ;
LFRESV 62 1.005557 -0.4530022 ;
LFRESV 63 1.006965 -0.3890634 ;
LFRESV 71 1.005342 -2.6917176E-02 ;
